Order Date,Segment,Market,Sales,Profit
2015-11-11,Corporate,LATAM,18.0,4.680000000000001
2014-07-06,Corporate,LATAM,16.127999999999993,1.0080000000000027
2015-06-11,Consumer,LATAM,96.3,36.54
2015-10-17,Corporate,LATAM,17.48,0.0
2012-12-18,Consumer,LATAM,19.8,-2.7
2012-09-27,Consumer,LATAM,4.5,2.1600000000000006
2015-07-09,Consumer,LATAM,10.2,0.0
2014-11-22,Corporate,LATAM,20.375999999999998,-7.824000000000001
2015-03-07,Consumer,LATAM,21.48,5.76
2014-10-11,Home Office,Asia Pacific,15.48,2.61
2015-01-30,Consumer,USCA,5.22,2.4012
2012-05-31,Consumer,Europe,6.99,3.42
2014-09-26,Corporate,Europe,48.96,22.02
2015-11-03,Corporate,Africa,12.059999999999999,3.3600000000000003
2013-10-28,Consumer,USCA,10.67,4.9082
2012-04-01,Consumer,USCA,15.84,7.128
2012-12-22,Corporate,Asia Pacific,9.744,-4.895999999999999
2014-11-12,Corporate,Africa,13.5,4.32
2014-02-11,Home Office,Africa,3.195,-4.814999999999998
2015-07-25,Corporate,Asia Pacific,11.351999999999999,-11.087999999999996
2013-10-28,Consumer,USCA,24.1,9.158000000000001
2015-11-21,Consumer,Europe,8.010000000000002,-1.5300000000000011
2013-07-07,Consumer,USCA,1799.1,593.64
2013-07-02,Consumer,USCA,408.422,-5.834600000000023
2013-11-08,Consumer,USCA,226.20000000000002,58.812
2014-05-25,Consumer,Asia Pacific,9.0312,-2.0688000000000013
2012-03-29,Consumer,Africa,6.651000000000001,-15.518999999999998
2015-08-19,Consumer,Europe,15.959999999999997,1.59
2015-02-17,Consumer,Asia Pacific,25.0665,8.2365
2015-11-20,Consumer,LATAM,22.715999999999998,-2.304000000000002
2013-07-02,Consumer,USCA,382.116,-92.79960000000003
2013-11-08,Consumer,USCA,186.54,41.0388
2014-08-22,Corporate,Africa,7.416,-14.843999999999998
2013-07-02,Consumer,USCA,435.504,48.99419999999992
2013-12-11,Corporate,Asia Pacific,6.6000000000000005,-2.8200000000000003
2013-11-08,Consumer,USCA,44.43,18.660600000000002
2014-09-13,Consumer,Africa,13.29,2.37
2013-07-07,Consumer,USCA,27.360000000000003,5.64
2015-03-13,Corporate,Asia Pacific,8.592,-10.368
2012-08-23,Home Office,Africa,10.26,0.18
2013-11-08,Consumer,USCA,265.85999999999996,79.75799999999997
2015-10-21,Home Office,Europe,13.829999999999998,5.1
2013-07-02,Consumer,USCA,68.6,6.002499999999998
2014-10-14,Consumer,LATAM,12.459999999999999,0.12
2015-06-18,Consumer,Africa,14.280000000000001,6.540000000000001
2014-11-09,Home Office,Asia Pacific,33.21,0.27
2015-05-19,Corporate,Asia Pacific,22.86,5.46
2014-12-30,Consumer,Europe,91.97999999999999,4.5
2014-12-18,Home Office,Asia Pacific,25.799999999999997,2.7600000000000002
2015-02-06,Home Office,Europe,113.03999999999999,23.64
2013-06-12,Corporate,Africa,17.400000000000002,1.56
2014-12-04,Consumer,Asia Pacific,218.544,-327.816
2014-07-15,Consumer,USCA,29.0,7.25
2015-12-24,Consumer,Asia Pacific,65.31,18.93
2015-12-17,Consumer,Africa,30.240000000000002,10.86
2013-07-02,Consumer,USCA,11.168000000000001,3.7692
2013-11-08,Consumer,USCA,27.9,6.974999999999998
2015-07-08,Consumer,USCA,683.9879999999999,-113.9980000000001
2013-11-16,Corporate,Europe,17.19,6.51
2013-11-02,Corporate,Africa,8.703000000000001,-8.427
2014-09-05,Consumer,Europe,20.189999999999998,6.66
2015-01-27,Consumer,Asia Pacific,77.66999999999999,-62.18999999999998
2014-09-03,Consumer,USCA,1362.8999999999999,-19.47000000000014
2013-07-12,Consumer,USCA,537.544,53.754400000000004
2015-07-08,Consumer,USCA,527.92,85.78699999999995
2014-05-30,Consumer,USCA,979.95,274.3860000000001
2015-04-26,Consumer,USCA,344.98099999999994,28.410200000000017
2013-04-17,Corporate,Asia Pacific,33.9,16.5
2013-04-10,Consumer,Europe,33.300000000000004,-17.460000000000004
2015-05-07,Consumer,Europe,19.560000000000002,4.68
2014-12-25,Consumer,Asia Pacific,19.548000000000002,-7.331999999999994
2013-07-12,Consumer,USCA,659.1680000000001,49.437599999999975
2014-07-23,Consumer,Africa,13.5,5.4
2013-07-12,Consumer,USCA,383.60699999999997,-5.4801000000000215
2015-07-08,Consumer,USCA,87.21000000000001,-45.3492
2013-07-12,Consumer,USCA,148.48,16.703999999999986
2015-10-27,Corporate,Asia Pacific,17.3886,3.318599999999999
2015-09-01,Consumer,USCA,229.544,83.2097
2015-01-14,Consumer,Europe,18.0,3.7800000000000002
2015-10-22,Consumer,Africa,15.48,2.61
2015-05-28,Home Office,Europe,11.34,1.7999999999999998
2014-05-23,Consumer,Asia Pacific,25.200000000000003,9.57
2015-08-06,Home Office,Asia Pacific,13.379999999999999,-1.6199999999999992
2014-12-13,Consumer,Asia Pacific,79.38,-29.789999999999992
2015-07-11,Home Office,Europe,13.649999999999999,1.8900000000000001
2015-05-23,Consumer,USCA,49.56,18.832800000000002
2014-05-30,Consumer,USCA,22.75,11.375
2014-08-09,Corporate,Europe,28.56,3.12
2014-09-03,Consumer,USCA,29.24,9.868500000000001
2015-12-09,Consumer,Africa,19.35,8.7
2012-03-16,Corporate,Europe,21.150000000000002,6.75
2015-06-19,Consumer,LATAM,17.76,2.48
2013-07-14,Corporate,LATAM,9.34,0.45999999999999996
2015-12-03,Home Office,LATAM,22.703999999999994,-12.895999999999997
2014-11-13,Consumer,LATAM,8.568,-5.712
2014-10-30,Corporate,LATAM,14.88,2.2
2015-10-22,Consumer,LATAM,12.191999999999998,-0.048000000000000397
2015-06-25,Consumer,LATAM,12.352,-14.528
2014-06-11,Consumer,LATAM,12.299999999999997,4.92
2012-10-13,Consumer,LATAM,17.2,6.5200000000000005
2014-04-29,Consumer,LATAM,11.24,3.2399999999999998
2015-03-01,Corporate,LATAM,15.200000000000003,2.2399999999999998
2015-10-17,Consumer,LATAM,13.535999999999998,4.216
2012-10-19,Home Office,LATAM,12.32,1.44
2012-09-14,Consumer,LATAM,52.70399999999999,-0.9360000000000014
2013-12-03,Consumer,LATAM,50.4,14.580000000000002
2012-12-18,Corporate,Europe,82.944,1.8240000000000016
2015-07-08,Consumer,USCA,13.392000000000001,1.0044
2014-11-22,Corporate,LATAM,3.8400000000000007,-6.08
2015-05-23,Corporate,Africa,60.75,29.759999999999998
2012-06-07,Corporate,Europe,10.422,1.962
2012-12-04,Consumer,USCA,49.12,23.086399999999998
2014-09-03,Consumer,USCA,35.168,-8.352400000000001
2014-02-20,Consumer,Asia Pacific,41.52000000000001,-39.480000000000004
2015-07-08,Consumer,USCA,15.552000000000003,5.4432
2014-10-25,Consumer,Asia Pacific,10.8,0.0
2015-07-16,Consumer,Asia Pacific,23.009999999999998,0.44999999999999996
2013-07-12,Consumer,USCA,7.76,-2.1340000000000003
2015-12-05,Consumer,Europe,16.86,6.0600000000000005
2015-11-30,Home Office,Africa,7.191000000000001,-16.329
2014-04-05,Consumer,Africa,52.08,17.700000000000003
2012-12-04,Consumer,USCA,26.46,11.907
2015-07-08,Consumer,USCA,16.776000000000003,4.8231
2014-09-20,Home Office,Asia Pacific,14.879999999999999,1.92
2013-07-12,Consumer,USCA,1.9279999999999997,-2.9884000000000004
2015-04-17,Home Office,Africa,13.68,4.08
2015-11-05,Consumer,Asia Pacific,45.24000000000001,3.96
2012-07-15,Corporate,Asia Pacific,51.12,0.0
2014-08-09,Corporate,LATAM,11.08,4.08
2015-11-13,Corporate,Asia Pacific,17.6967,-13.443299999999999
2013-07-12,Consumer,USCA,6.911999999999999,0.6912000000000003
2015-05-16,Corporate,Asia Pacific,25.259999999999998,0.0
2012-12-04,Consumer,USCA,15.0,7.199999999999999
2014-07-31,Corporate,USCA,715.64,178.90999999999997
2015-04-14,Corporate,USCA,895.92,302.37299999999993
2015-09-11,Consumer,Africa,25.379999999999995,8.370000000000001
2014-12-14,Corporate,USCA,1114.272,41.78520000000003
2014-11-05,Corporate,Africa,29.490000000000002,3.81
2013-10-30,Corporate,Africa,8.694,-10.745999999999997
2014-11-28,Corporate,USCA,152.0,69.91999999999999
2014-11-28,Corporate,USCA,34.95,15.378000000000004
2013-12-10,Corporate,Africa,10.739999999999998,3.96
2014-03-06,Corporate,USCA,149.352,50.40629999999998
2015-10-03,Corporate,USCA,65.99,17.157400000000003
2012-12-30,Corporate,USCA,29.68,11.575199999999999
2015-07-24,Consumer,Asia Pacific,9.600000000000001,2.88
2013-12-31,Corporate,Asia Pacific,7.314,-0.42599999999999927
2013-08-24,Consumer,Asia Pacific,21.360000000000003,-17.099999999999998
2012-12-30,Corporate,USCA,47.53,16.160200000000003
2015-09-02,Consumer,Europe,10.26,0.18
2014-11-27,Corporate,USCA,14.01,5.16
2014-11-26,Consumer,Europe,9.450000000000001,0.8400000000000001
2014-12-10,Corporate,USCA,20.568,1.5426000000000002
2014-05-30,Consumer,Europe,39.78,12.689999999999998
2014-12-10,Corporate,USCA,19.040000000000003,-1.428
2014-07-01,Consumer,Asia Pacific,17.1,4.2299999999999995
2015-12-01,Consumer,Africa,9.060000000000002,4.5
2013-10-12,Corporate,Africa,169.68,30.54
2015-04-14,Corporate,USCA,5.28,2.376
2014-11-15,Consumer,Asia Pacific,10.296,0.6960000000000015
2015-10-03,Consumer,Africa,10.8,2.79
2013-03-01,Consumer,Asia Pacific,22.152,-28.848000000000003
2014-09-09,Consumer,Asia Pacific,18.090000000000003,0.54
2012-11-17,Home Office,Africa,6.7139999999999995,-13.025999999999994
2013-08-24,Corporate,Europe,27.360000000000003,5.64
2014-09-05,Corporate,Asia Pacific,15.957,-1.143
2013-04-06,Consumer,Europe,11.4,1.71
2014-05-09,Consumer,Asia Pacific,8.5407,2.3607000000000005
2014-03-06,Corporate,USCA,12.991999999999999,-0.8119999999999998
2013-03-28,Consumer,Asia Pacific,38.664,-81.216
2015-02-14,Home Office,Asia Pacific,21.599999999999998,9.27
2014-12-10,Corporate,USCA,4.355999999999999,-11.761200000000002
2015-09-18,Consumer,Africa,21.879,-21.170999999999992
2015-12-01,Home Office,LATAM,9.74,3.5
2013-09-02,Corporate,Africa,7.515000000000001,-16.034999999999997
2014-12-14,Corporate,USCA,6.096,2.2098
2012-06-27,Corporate,USCA,6.08,3.04
2014-03-23,Corporate,USCA,58.58,19.331399999999995
2015-09-26,Consumer,LATAM,28.584000000000003,-12.936000000000003
2013-12-18,Corporate,USCA,55.93600000000001,18.8784
2014-03-27,Consumer,LATAM,71.7,2.8200000000000003
2012-08-22,Corporate,USCA,49.568000000000005,17.348799999999997
2013-01-11,Consumer,Asia Pacific,51.051,-38.108999999999995
2013-12-18,Corporate,USCA,20.32,3.555999999999999
2015-09-19,Consumer,Asia Pacific,20.1,-17.61
2013-12-18,Corporate,USCA,18.432,5.990399999999998
2014-08-17,Consumer,Africa,25.049999999999997,1.5
2012-11-21,Corporate,USCA,9.96,4.880400000000001
2014-12-20,Consumer,LATAM,18.52,8.32
2015-03-12,Home Office,Asia Pacific,14.207999999999998,-8.892
2014-08-31,Consumer,Asia Pacific,12.624,-15.155999999999999
2012-08-23,Corporate,USCA,8.288,2.693599999999999
2012-11-16,Consumer,Europe,10.29,2.9699999999999998
2015-01-31,Consumer,Asia Pacific,15.749999999999996,1.71
2015-12-05,Home Office,Europe,90.36,27.06
2015-09-27,Corporate,Asia Pacific,28.034999999999997,5.175000000000001
2015-02-13,Consumer,Asia Pacific,9.412199999999999,0.5621999999999996
2013-10-24,Home Office,USCA,454.27200000000005,-73.81920000000005
2014-12-16,Corporate,Africa,143.79000000000002,4.29
2013-06-22,Consumer,Asia Pacific,11.829600000000001,-7.8504000000000005
2013-12-11,Consumer,Europe,33.6,12.419999999999998
2014-07-01,Home Office,LATAM,8.040000000000001,3.5200000000000005
2013-03-06,Consumer,LATAM,13.24,2.78
2015-11-10,Consumer,LATAM,24.0,3.8400000000000007
2015-10-08,Consumer,LATAM,15.624,2.3039999999999994
2015-06-19,Corporate,LATAM,12.12,-6.080000000000001
2015-10-08,Consumer,LATAM,7.056000000000002,-1.1840000000000017
2013-12-27,Home Office,LATAM,3.18,1.4199999999999997
2015-04-26,Corporate,LATAM,33.552,2.2319999999999935
2014-06-18,Consumer,LATAM,22.416,-13.104000000000003
2014-11-15,Home Office,LATAM,8.208000000000002,-9.492
2013-09-26,Home Office,LATAM,12.18,-2.8600000000000008
2015-10-13,Consumer,LATAM,22.860000000000003,6.839999999999999
2014-07-09,Consumer,LATAM,8.940000000000001,0.08
2013-03-19,Consumer,LATAM,12.780000000000001,-1.9200000000000004
2015-04-11,Corporate,LATAM,52.56,12.08
2014-07-08,Consumer,LATAM,13.440000000000001,-3.9200000000000017
2014-09-17,Corporate,LATAM,4.536,-1.1439999999999997
2013-04-05,Corporate,LATAM,20.78,6.840000000000001
2014-11-16,Corporate,Asia Pacific,7.854,-0.6059999999999999
2012-12-08,Corporate,Europe,10.53,2.4000000000000004
2012-05-20,Consumer,Europe,4.530000000000001,-0.030000000000001137
2012-06-19,Home Office,Africa,8.766000000000002,-10.853999999999996
2014-06-10,Home Office,Africa,7.98,0.8400000000000001
2015-06-11,Consumer,Europe,10.8,2.79
2014-12-26,Corporate,Asia Pacific,11.352000000000002,-15.618000000000002
2015-09-08,Home Office,USCA,1577.94,757.4112
2014-03-21,Home Office,USCA,697.16,146.40359999999998
2014-09-27,Home Office,Africa,25.344000000000005,-54.93599999999999
2015-07-16,Corporate,Europe,6.51,-2.4899999999999993
2013-01-16,Corporate,Asia Pacific,8.25,3.54
2013-10-25,Consumer,Asia Pacific,8.154000000000002,2.9339999999999997
2012-03-28,Home Office,USCA,170.43000000000004,81.78
2013-04-12,Home Office,USCA,40.74,0.4073999999999991
2014-09-23,Home Office,USCA,16.520000000000003,5.368999999999998
2012-03-28,Home Office,USCA,4.530000000000001,2.25
2015-12-03,Consumer,Asia Pacific,63.1215,2.281500000000001
2015-12-25,Home Office,USCA,2879.952,1007.9831999999999
2013-10-19,Home Office,USCA,1640.6999999999998,459.39599999999996
2015-09-29,Consumer,Africa,10.080000000000002,-10.439999999999998
2012-11-18,Home Office,USCA,503.96,131.02960000000002
2012-10-12,Home Office,Asia Pacific,18.36,2.700000000000001
2015-08-02,Consumer,Asia Pacific,9.780000000000001,3.42
2015-11-19,Consumer,Africa,11.088000000000003,-17.381999999999998
2015-09-16,Home Office,USCA,200.52,42.0
2013-12-14,Consumer,Europe,9.600000000000001,4.38
2014-12-23,Consumer,Asia Pacific,8.256,-3.324
2013-10-01,Home Office,USCA,311.98,93.594
2013-01-31,Home Office,Africa,8.964000000000002,-20.046
2013-09-25,Consumer,Europe,13.950000000000001,3.87
2015-12-17,Consumer,Africa,2.7,-6.3
2015-12-25,Home Office,USCA,90.48000000000002,33.93
2012-11-23,Consumer,Asia Pacific,25.148999999999997,5.409000000000001
2014-11-26,Corporate,Asia Pacific,5.208,-3.791999999999999
2013-10-19,Home Office,USCA,270.0,97.19999999999999
2015-12-30,Consumer,Asia Pacific,18.396,-1.2840000000000007
2012-11-13,Home Office,USCA,69.264,14.62239999999999
2014-06-17,Consumer,Asia Pacific,17.952,-12.588000000000001
2014-12-02,Consumer,Asia Pacific,7.092,-4.308000000000001
2014-06-14,Consumer,Asia Pacific,3.9749999999999996,-2.5649999999999995
2015-09-08,Home Office,Asia Pacific,11.459999999999999,4.11
2012-09-14,Consumer,Asia Pacific,19.98,9.57
2012-11-18,Home Office,USCA,149.95,41.986000000000004
2013-05-22,Consumer,Africa,10.71,-22.169999999999995
2013-10-24,Consumer,Asia Pacific,14.939999999999998,-17.939999999999998
2014-08-21,Home Office,Europe,60.42,9.66
2015-02-21,Consumer,Asia Pacific,31.424999999999997,-30.224999999999998
2014-03-26,Consumer,Asia Pacific,18.431999999999995,0.6120000000000001
2012-11-18,Home Office,USCA,29.0,7.25
2013-01-29,Corporate,Europe,41.489999999999995,6.57
2014-07-10,Corporate,Europe,6.66,0.5700000000000001
2015-02-10,Corporate,Asia Pacific,22.740000000000002,11.34
2012-11-13,Home Office,USCA,11.36,5.225599999999999
2014-10-07,Consumer,Asia Pacific,21.06,8.82
2013-10-01,Home Office,USCA,22.450000000000003,10.327
2015-09-16,Home Office,USCA,10.95,2.4000000000000004
2015-01-16,Consumer,USCA,1924.1599999999999,312.67599999999993
2015-12-18,Consumer,Asia Pacific,19.512,-22.938000000000002
2015-10-13,Consumer,USCA,435.84000000000003,130.75199999999995
2015-11-21,Consumer,Europe,47.94,0.8999999999999999
2012-05-29,Consumer,Asia Pacific,21.455999999999992,-6.143999999999997
2015-08-02,Consumer,Asia Pacific,13.439999999999998,6.0
2015-03-22,Consumer,USCA,277.4,133.152
2015-02-17,Corporate,Africa,45.18,13.53
2013-07-23,Home Office,Africa,9.75,3.21
2012-11-22,Consumer,Africa,43.02,14.190000000000001
2015-12-04,Consumer,Asia Pacific,31.517999999999994,12.168
2014-09-23,Consumer,Europe,32.25,8.25
2015-09-11,Consumer,USCA,286.29,17.177399999999977
2015-09-11,Consumer,USCA,112.80000000000001,6.768000000000001
2015-06-03,Corporate,Asia Pacific,11.259,1.539
2015-09-11,Consumer,USCA,296.84999999999997,53.43299999999999
2015-01-16,Consumer,USCA,34.384,3.8681999999999945
2015-05-08,Home Office,LATAM,6.859999999999999,1.78
2015-09-11,Consumer,USCA,33.99,14.615700000000004
2014-08-24,Consumer,Africa,25.23,6.540000000000001
2014-11-15,Consumer,Europe,16.98,2.88
2015-09-11,Consumer,USCA,24.18,7.253999999999998
2015-09-11,Consumer,USCA,24.900000000000002,11.703000000000001
2014-01-03,Consumer,Europe,48.66,22.86
2015-10-13,Consumer,USCA,5.88,1.5876000000000001
2014-11-22,Consumer,Asia Pacific,28.460699999999996,10.2807
2015-03-22,Consumer,USCA,5.78,2.8322000000000003
2015-06-18,Consumer,Asia Pacific,30.213,10.053
2012-09-11,Corporate,Europe,13.319999999999999,-2.3999999999999986
2013-11-20,Home Office,Europe,26.04,8.040000000000001
2012-10-13,Consumer,Europe,41.04,12.24
2014-05-14,Home Office,Europe,20.952,-12.948000000000002
2015-09-11,Consumer,USCA,16.200000000000003,7.776
2015-10-17,Consumer,LATAM,16.32,6.959999999999999
2014-10-19,Home Office,LATAM,7.720000000000001,-4.4799999999999995
2012-09-26,Corporate,LATAM,19.04,6.08
2015-09-02,Consumer,LATAM,32.664,-8.735999999999999
2015-12-19,Corporate,LATAM,10.5,5.04
2014-11-06,Home Office,LATAM,11.616,-3.104
2014-08-15,Corporate,LATAM,72.32000000000001,14.440000000000001
2013-04-04,Consumer,LATAM,18.54,2.9400000000000004
2015-06-18,Consumer,LATAM,39.02400000000001,-1.9760000000000049
2015-06-23,Home Office,LATAM,6.635999999999998,-2.4439999999999995
2014-08-21,Consumer,LATAM,14.1,2.8200000000000003
2014-12-19,Corporate,LATAM,9.959999999999997,3.5799999999999996
2013-11-23,Consumer,LATAM,18.720000000000002,-8.480000000000002
2013-12-20,Corporate,LATAM,21.96,7.44
2014-11-04,Home Office,LATAM,11.32,0.0
2015-04-29,Home Office,LATAM,15.060000000000002,6.9
2014-05-31,Consumer,USCA,3.2820000000000005,-2.6256000000000004
2015-08-13,Corporate,Europe,22.229999999999997,-2.2499999999999964
2015-09-11,Consumer,USCA,13.71,6.5808
2015-09-15,Home Office,USCA,1079.85,323.9549999999999
2014-12-18,Corporate,Africa,8.514000000000003,-18.456
2014-06-10,Corporate,Asia Pacific,4.428,-3.2220000000000004
2015-09-08,Home Office,LATAM,9.683999999999997,-0.21599999999999966
2012-10-04,Corporate,Asia Pacific,45.57599999999999,-14.544
2014-09-23,Corporate,Europe,27.330000000000005,3.54
2015-09-15,Home Office,USCA,589.41,-6.549000000000049
2015-08-04,Home Office,USCA,111.84,4.4399999999999995
2014-08-01,Home Office,Europe,19.29,1.1400000000000001
2015-08-04,Home Office,USCA,146.28,21.93
2013-06-27,Consumer,Asia Pacific,21.864,-30.066
2015-09-15,Home Office,USCA,70.98,3.5489999999999924
2013-12-26,Home Office,USCA,275.058,-90.3762
2013-12-11,Home Office,Asia Pacific,22.68,4.9799999999999995
2015-12-26,Consumer,Africa,12.96,-24.239999999999995
2015-10-22,Consumer,Asia Pacific,11.607,-4.653
2014-06-24,Consumer,Asia Pacific,27.863999999999997,1.224000000000001
2012-11-15,Consumer,Asia Pacific,18.3168,-9.043200000000002
2014-06-19,Consumer,Europe,21.78,7.5600000000000005
2015-03-21,Corporate,Asia Pacific,9.063000000000002,-16.317
2015-08-04,Home Office,USCA,26.639999999999997,12.48
2013-09-03,Consumer,Asia Pacific,17.458199999999998,-10.261800000000001
2014-09-09,Consumer,Asia Pacific,21.456000000000003,-18.773999999999997
2015-09-26,Corporate,Asia Pacific,19.452,-26.268
2014-08-13,Home Office,Europe,11.19,2.88
2014-09-16,Corporate,LATAM,22.704,-11.376
2015-09-15,Home Office,USCA,29.950000000000003,8.6855
2015-05-30,Corporate,Asia Pacific,57.42,28.71
2013-08-22,Home Office,USCA,16.52,7.5992
2014-06-24,Consumer,Africa,6.449999999999999,1.6500000000000001
2013-06-12,Consumer,Africa,9.329999999999998,2.9699999999999998
2015-11-07,Home Office,USCA,5.682000000000001,-3.7880000000000003
2014-12-04,Consumer,USCA,268.704,6.717599999999976
2015-03-11,Consumer,Africa,50.45400000000001,-105.966
2012-12-07,Consumer,Africa,6.7139999999999995,-13.025999999999994
2014-12-04,Consumer,USCA,205.666,-12.097999999999999
2015-06-19,Consumer,Europe,42.0,6.720000000000001
2015-05-06,Consumer,Asia Pacific,10.836000000000002,-5.424000000000001
2015-03-21,Consumer,USCA,238.0,38.08000000000001
2013-11-12,Consumer,Europe,30.06,12.0
2012-07-19,Consumer,USCA,89.71200000000002,30.277799999999992
2014-11-22,Consumer,USCA,81.57600000000001,2.0393999999999934
2014-05-09,Home Office,Africa,16.98,4.74
2015-03-21,Consumer,USCA,61.96,27.881999999999998
2012-11-01,Consumer,USCA,89.34,24.121800000000004
2014-02-16,Corporate,Europe,10.649999999999999,0.51
2015-01-31,Corporate,Asia Pacific,25.92,8.28
2012-08-07,Corporate,Asia Pacific,56.730000000000004,19.259999999999998
2014-11-08,Home Office,Europe,6.57,2.61
2013-12-27,Consumer,Asia Pacific,18.144000000000002,1.5839999999999996
2012-10-10,Home Office,Europe,30.959999999999994,8.64
2015-04-11,Corporate,Africa,27.299999999999997,3.7800000000000002
2012-06-13,Consumer,Asia Pacific,8.481,-3.248999999999999
2014-10-11,Consumer,Asia Pacific,29.304000000000002,-5.886000000000003
2014-01-08,Consumer,Asia Pacific,9.072000000000001,-0.528
2015-09-27,Consumer,Europe,15.405000000000001,-6.795000000000002
2015-09-06,Consumer,Europe,6.66,0.5700000000000001
2012-07-19,Consumer,USCA,22.830000000000002,10.7301
2012-10-06,Consumer,Asia Pacific,9.69,4.14
2015-01-24,Corporate,Asia Pacific,10.692,3.6720000000000006
2014-12-04,Consumer,USCA,48.72,7.308
2014-06-14,Home Office,Asia Pacific,49.21200000000001,-68.89800000000001
2013-12-21,Consumer,USCA,50.88,14.628000000000005
2014-11-19,Consumer,Asia Pacific,18.39,0.8999999999999999
2015-03-30,Consumer,USCA,81.4,21.164000000000005
2014-11-22,Consumer,USCA,38.432,13.451199999999996
2012-11-01,Consumer,USCA,34.86,16.0356
2013-11-21,Corporate,Europe,17.82,3.18
2014-11-13,Corporate,Africa,21.99,10.11
2014-12-04,Consumer,USCA,21.92,5.918400000000002
2015-06-09,Home Office,Africa,33.239999999999995,5.28
2014-05-11,Consumer,USCA,11.96,5.8604
2012-12-08,Corporate,Asia Pacific,26.43,7.38
2012-08-08,Consumer,USCA,9.345000000000002,-6.541499999999999
2014-02-22,Home Office,Africa,10.319999999999999,4.83
2015-10-09,Consumer,Asia Pacific,24.381000000000004,-2.4390000000000005
2014-11-22,Consumer,USCA,21.568,1.6175999999999986
2014-03-05,Consumer,LATAM,20.76,9.540000000000001
2013-05-11,Home Office,LATAM,38.76,18.96
2015-07-04,Corporate,LATAM,18.900000000000002,3.78
2014-03-04,Consumer,LATAM,11.32,1.92
2012-08-05,Home Office,LATAM,9.299999999999999,-4.659999999999999
2012-02-26,Corporate,LATAM,11.059999999999999,3.2
2015-01-28,Consumer,LATAM,16.52,4.279999999999999
2012-11-13,Home Office,LATAM,20.82,4.98
2013-12-15,Home Office,LATAM,18.0,0.72
2013-08-29,Home Office,LATAM,16.883999999999997,0.8040000000000006
2014-05-29,Corporate,LATAM,66.88000000000001,20.719999999999995
2015-12-13,Corporate,LATAM,8.208,-2.3520000000000003
2013-11-02,Corporate,LATAM,9.32,0.0
2015-12-10,Consumer,USCA,11.088000000000003,-8.1312
2013-09-18,Home Office,Asia Pacific,9.84,1.6500000000000001
2015-07-03,Consumer,Asia Pacific,5.823000000000002,-4.677000000000001
2012-05-02,Consumer,Asia Pacific,15.39,2.5199999999999996
2013-12-21,Consumer,USCA,27.312,9.2178
2015-12-24,Corporate,Africa,8.325000000000001,-13.334999999999997
2015-07-17,Consumer,Europe,26.370000000000005,7.11
2012-08-08,Consumer,USCA,4.464,-0.9485999999999999
2015-05-23,Corporate,Asia Pacific,10.835999999999999,-0.5640000000000001
2013-07-18,Consumer,USCA,519.96,176.78640000000001
2013-05-11,Consumer,Europe,48.87,17.099999999999998
2013-08-06,Consumer,Asia Pacific,9.540000000000001,-8.100000000000001
2014-06-29,Consumer,USCA,359.97600000000006,35.997600000000006
2015-07-30,Consumer,USCA,302.67,72.6408
2015-07-30,Consumer,USCA,461.97,133.97129999999996
2015-10-03,Consumer,USCA,157.74,56.7864
2013-06-13,Consumer,Asia Pacific,13.079999999999998,3.66
2015-07-30,Consumer,USCA,137.62,60.552800000000005
2012-08-22,Corporate,Asia Pacific,11.448,-0.13200000000000012
2013-01-02,Consumer,Asia Pacific,6.822000000000002,-10.698
2015-09-10,Consumer,Asia Pacific,10.8,-13.77
2014-08-27,Consumer,USCA,154.9,69.705
2015-10-03,Consumer,USCA,58.050000000000004,26.703
2015-10-03,Consumer,USCA,56.980000000000004,22.792
2012-08-05,Consumer,USCA,62.91,22.647599999999997
2015-03-17,Consumer,Africa,11.28,2.0100000000000002
2013-04-18,Consumer,USCA,21.93,10.307099999999998
2014-08-27,Consumer,USCA,10.23,4.9104
2015-10-03,Consumer,USCA,2.88,1.4112
2014-11-06,Consumer,Africa,24.78,7.92
2015-07-30,Consumer,USCA,33.48,16.405199999999997
2014-05-30,Consumer,Europe,9.0,1.26
2015-12-23,Consumer,Europe,25.259999999999998,-10.619999999999997
2012-08-16,Consumer,Asia Pacific,9.780000000000001,-14.670000000000002
2012-09-04,Consumer,Europe,40.26,8.040000000000001
2015-04-15,Corporate,Asia Pacific,23.580000000000002,5.3999999999999995
2015-03-07,Consumer,USCA,71.97,16.553099999999993
2015-03-07,Consumer,USCA,26.38,12.134799999999998
2012-11-20,Consumer,Asia Pacific,4.5600000000000005,-5.13
2012-12-12,Consumer,Europe,6.8100000000000005,-3.0300000000000002
2015-12-16,Corporate,Asia Pacific,35.565599999999996,-10.2744
2012-10-16,Consumer,Asia Pacific,20.88,-7.98
2012-12-05,Corporate,USCA,1261.33,327.9458
2015-10-16,Corporate,USCA,510.24,6.3779999999999575
2014-05-27,Home Office,Asia Pacific,18.576,-8.064
2012-04-06,Corporate,USCA,629.9499999999999,163.78700000000003
2015-12-25,Corporate,Africa,264.96000000000004,29.099999999999998
2014-12-17,Consumer,Europe,13.68,4.08
2013-11-09,Consumer,Europe,11.82,4.199999999999999
2015-10-16,Corporate,USCA,204.95000000000002,100.4255
2015-05-20,Corporate,USCA,299.96999999999997,113.9886
2015-05-20,Corporate,USCA,281.34000000000003,109.72260000000001
2013-06-23,Corporate,Asia Pacific,6.204000000000001,-8.856
